date,close,SECID
2021-06-21,1495.0,BANE
2021-06-22,1506.0,BANE
2021-06-23,1516.5,BANE
2021-06-24,1503.0,BANE
2021-06-25,1497.0,BANE
2021-06-28,1495.0,BANE
2021-06-29,1482.0,BANE
2021-06-30,1481.0,BANE
2021-07-01,1488.5,BANE
2021-07-02,1490.5,BANE
2021-07-05,1521.0,BANE
2021-07-06,1500.0,BANE
2021-07-07,1494.5,BANE
2021-07-08,1460.5,BANE
2021-07-09,1477.0,BANE
2021-07-12,1474.0,BANE
2021-07-13,1480.0,BANE
2021-07-14,1500.0,BANE
2021-07-15,1477.0,BANE
2021-07-16,1469.0,BANE
2021-07-19,1451.0,BANE
2021-07-20,1434.0,BANE
2021-07-21,1434.0,BANE
2021-07-22,1410.0,BANE
2021-07-23,1404.0,BANE
2021-07-26,1411.0,BANE
2021-07-27,1401.5,BANE
2021-07-28,1405.0,BANE
2021-07-29,1412.0,BANE
2021-07-30,1400.0,BANE
2021-08-02,1400.0,BANE
2021-08-03,1387.0,BANE
2021-08-04,1395.5,BANE
2021-08-05,1360.0,BANE
2021-08-06,1355.0,BANE
2021-08-09,1336.0,BANE
2021-08-10,1343.0,BANE
2021-08-11,1360.0,BANE
2021-08-12,1357.0,BANE
2021-08-13,1397.0,BANE
2021-08-16,1415.0,BANE
2021-08-17,1519.5,BANE
2021-08-18,1520.5,BANE
2021-08-19,1457.5,BANE
2021-08-20,1445.5,BANE
2021-08-23,1473.0,BANE
2021-08-24,1464.5,BANE
2021-08-25,1458.0,BANE
2021-08-26,1435.0,BANE
2021-08-27,1442.0,BANE
2021-08-30,1446.5,BANE
2021-08-31,1445.0,BANE
2021-09-01,1454.0,BANE
2021-09-02,1486.0,BANE
2021-09-03,1461.5,BANE
2021-09-06,1448.0,BANE
2021-09-07,1448.5,BANE
2021-09-08,1441.0,BANE
2021-09-09,1452.5,BANE
2021-09-10,1446.0,BANE
2021-09-13,1454.0,BANE
2021-09-14,1436.5,BANE
2021-09-15,1518.5,BANE
2021-09-16,1455.0,BANE
2021-09-17,1463.5,BANE
2021-09-20,1418.0,BANE
2021-09-21,1405.0,BANE
2021-09-22,1416.5,BANE
2021-09-23,1414.5,BANE
2021-09-24,1415.0,BANE
2021-09-27,1443.0,BANE
2021-09-28,1472.0,BANE
2021-09-29,1449.5,BANE
2021-09-30,1454.0,BANE
2021-10-01,1464.0,BANE
2021-10-04,1477.5,BANE
2021-10-05,1513.0,BANE
2021-10-06,1482.0,BANE
2021-10-07,1510.0,BANE
2021-10-08,1530.0,BANE
2021-10-11,1540.0,BANE
2021-10-12,1552.5,BANE
2021-10-13,1519.0,BANE
2021-10-14,1525.5,BANE
2021-10-15,1547.5,BANE
2021-10-18,1555.0,BANE
2021-10-19,1576.5,BANE
2021-10-20,1590.0,BANE
2021-10-21,1550.0,BANE
2021-10-22,1534.5,BANE
2021-10-25,1537.5,BANE
2021-10-26,1546.0,BANE
2021-10-27,1530.0,BANE
2021-10-28,1493.0,BANE
2021-10-29,1504.0,BANE
2021-11-01,1531.0,BANE
2021-11-02,1521.5,BANE
2021-11-03,1495.0,BANE
2021-11-05,1484.0,BANE
2021-11-08,1478.0,BANE
2021-11-09,1470.0,BANE
2021-11-10,1482.5,BANE
2021-11-11,1477.0,BANE
2021-11-12,1560.0,BANE
2021-11-15,1522.5,BANE
2021-11-16,1511.0,BANE
2021-11-17,1535.5,BANE
2021-11-18,1500.0,BANE
2021-11-19,1491.0,BANE
2021-11-22,1445.0,BANE
2021-11-23,1456.5,BANE
2021-11-24,1460.5,BANE
2021-11-25,1489.5,BANE
2021-11-26,1413.5,BANE
2021-11-29,1400.0,BANE
2021-11-30,1373.0,BANE
2021-12-01,1404.5,BANE
2021-12-02,1411.0,BANE
2021-12-03,1401.0,BANE
2021-12-06,1404.0,BANE
2021-12-07,1400.0,BANE
2021-12-08,1413.0,BANE
2021-12-09,1402.5,BANE
2021-12-10,1392.0,BANE
2021-12-13,1367.5,BANE
2021-12-14,1350.0,BANE
2021-12-15,1330.5,BANE
2021-12-16,1366.5,BANE
2021-12-17,1363.5,BANE
2021-12-20,1329.5,BANE
2021-12-21,1352.5,BANE
2021-12-22,1338.5,BANE
2021-12-23,1331.5,BANE
2021-12-24,1329.0,BANE
2021-12-27,1339.5,BANE
2021-12-28,1340.5,BANE
2021-12-29,1347.5,BANE
2021-12-30,1359.0,BANE
2022-01-03,1406.0,BANE
2022-01-04,1427.0,BANE
2022-01-05,1405.0,BANE
2022-01-06,1390.0,BANE
2022-01-07,,BANE
2022-01-10,1422.0,BANE
2022-01-11,1456.5,BANE
2022-01-12,1464.0,BANE
2022-01-13,1387.5,BANE
2022-01-14,1371.5,BANE
2022-01-17,1379.0,BANE
2022-01-18,1319.5,BANE
2022-01-19,1342.0,BANE
2022-01-20,1370.0,BANE
2022-01-21,1361.5,BANE
2022-01-24,1283.0,BANE
2022-01-25,1305.5,BANE
2022-01-26,1378.0,BANE
2022-01-27,1380.0,BANE
2022-01-28,1391.5,BANE
2022-01-31,1395.5,BANE
2022-02-01,1386.0,BANE
2022-02-02,1400.0,BANE
2022-02-03,1375.0,BANE
2022-02-04,1377.0,BANE
2022-02-07,1394.0,BANE
2022-02-08,1428.0,BANE
2022-02-09,1444.5,BANE
2022-02-10,1456.0,BANE
2022-02-11,1420.0,BANE
2022-02-14,1396.0,BANE
2022-02-15,1416.0,BANE
2022-02-16,1427.5,BANE
2022-02-17,1388.0,BANE
2022-02-18,1371.0,BANE
2022-02-21,1265.0,BANE
2022-02-22,1268.5,BANE
2022-02-23,,BANE
2022-02-24,997.0,BANE
2022-02-25,1077.5,BANE
2022-02-28,,BANE
2022-03-01,,BANE
2022-03-02,,BANE
2022-03-03,,BANE
2022-03-04,,BANE
2022-03-09,,BANE
2022-03-10,,BANE
2022-03-11,,BANE
2022-03-14,,BANE
2022-03-15,,BANE
2022-03-16,,BANE
2022-03-17,,BANE
2022-03-18,,BANE
2022-03-21,,BANE
2022-03-22,,BANE
2022-03-23,,BANE
2022-03-24,,BANE
2022-03-25,,BANE
2022-03-28,960.0,BANE
2022-03-29,975.5,BANE
2022-03-30,1000.0,BANE
2022-03-31,1104.5,BANE
2022-04-01,1170.5,BANE
2022-04-04,1160.5,BANE
2022-04-05,1162.0,BANE
2022-04-06,1128.0,BANE
2022-04-07,1187.5,BANE
2022-04-08,1134.5,BANE
2022-04-11,1100.0,BANE
2022-04-12,1072.0,BANE
2022-04-13,1079.5,BANE
2022-04-14,1048.5,BANE
2022-04-15,1034.5,BANE
2022-04-18,1003.0,BANE
2022-04-19,999.0,BANE
2022-04-20,1003.5,BANE
2022-04-21,1005.5,BANE
2022-04-22,1004.5,BANE
2022-04-25,966.5,BANE
2022-04-26,989.5,BANE
2022-04-27,1014.0,BANE
2022-04-28,993.5,BANE
2022-04-29,999.5,BANE
2022-05-04,989.0,BANE
2022-05-05,993.0,BANE
2022-05-06,995.0,BANE
2022-05-11,990.5,BANE
2022-05-12,975.0,BANE
2022-05-13,969.0,BANE
2022-05-16,993.5,BANE
2022-05-17,1019.0,BANE
2022-05-18,997.0,BANE
2022-05-19,1006.0,BANE
2022-05-20,997.5,BANE
2022-05-23,997.0,BANE
2022-05-24,979.0,BANE
2022-05-25,975.0,BANE
2022-05-26,1008.0,BANE
2022-05-27,1092.0,BANE
2022-05-30,1044.0,BANE
2022-05-31,1042.5,BANE
2022-06-01,1027.5,BANE
2022-06-02,1023.0,BANE
2022-06-03,1013.0,BANE
2022-06-06,1028.0,BANE
2022-06-07,1134.0,BANE
2022-06-08,1120.0,BANE
2022-06-09,1122.0,BANE
2022-06-10,1119.0,BANE
2022-06-14,1099.0,BANE
2022-06-15,1110.5,BANE
2022-06-16,1127.0,BANE
2022-06-17,1130.0,BANE
2022-06-20,1147.0,BANE
2022-06-21,1119.0,BANE
2022-06-22,1120.0,BANE
2022-06-23,1151.5,BANE
2022-06-24,1130.0,BANE
2022-06-27,1160.0,BANE
2022-06-28,1161.0,BANE
2022-06-29,1164.5,BANE
2022-06-30,1140.0,BANE
2022-07-01,1127.0,BANE
2022-07-04,1153.5,BANE
2022-07-05,1144.0,BANE
2022-07-06,1130.0,BANE
2022-07-07,1145.0,BANE
2022-07-08,1041.5,BANE
2022-07-11,1012.5,BANE
2022-07-12,996.0,BANE
2022-07-13,960.5,BANE
2022-07-14,942.5,BANE
2022-07-15,944.5,BANE
2022-07-18,983.5,BANE
2022-07-19,964.0,BANE
2022-07-20,965.5,BANE
2022-07-21,962.0,BANE
2022-07-22,977.0,BANE
2022-07-25,975.0,BANE
2022-07-26,995.0,BANE
2022-07-27,1000.0,BANE
2022-07-28,980.0,BANE
2022-07-29,986.0,BANE
2022-08-01,992.5,BANE
2022-08-02,976.5,BANE
2022-08-03,978.0,BANE
2022-08-04,980.0,BANE
2022-08-05,968.0,BANE
2022-08-08,975.5,BANE
2022-08-09,988.0,BANE
2022-08-10,990.0,BANE
2022-08-11,992.5,BANE
2022-08-12,998.0,BANE
2022-08-15,1004.0,BANE
2022-08-16,1008.0,BANE
2022-08-17,998.5,BANE
2022-08-18,998.0,BANE
2022-08-19,992.0,BANE
2022-08-22,1003.0,BANE
2022-08-23,1016.0,BANE
2022-08-24,1020.0,BANE
2022-08-25,1026.0,BANE
2022-08-26,1025.0,BANE
2022-08-29,1041.0,BANE
2022-08-30,1032.0,BANE
2022-08-31,1034.0,BANE
2022-09-01,1075.5,BANE
2022-09-02,1090.0,BANE
2022-09-05,1122.0,BANE
2022-09-06,1084.5,BANE
2022-09-07,1075.0,BANE
2022-09-08,1061.0,BANE
2022-09-09,1074.5,BANE
2022-09-12,1074.5,BANE
2022-09-13,1073.0,BANE
2022-09-14,1070.5,BANE
2022-09-15,1078.0,BANE
2022-09-16,1071.0,BANE
2022-09-19,1059.5,BANE
2022-09-20,977.0,BANE
2022-09-21,951.5,BANE
2022-09-22,971.0,BANE
2022-09-23,949.5,BANE
2022-09-26,884.5,BANE
2022-09-27,888.5,BANE
2022-09-28,846.0,BANE
2022-09-29,777.5,BANE
2022-09-30,793.5,BANE
2022-10-03,838.0,BANE
2022-10-04,824.0,BANE
2022-10-05,823.0,BANE
2022-10-06,813.5,BANE
2022-10-07,801.5,BANE
2022-10-10,813.0,BANE
2022-10-11,818.0,BANE
2022-10-12,815.5,BANE
2022-10-13,830.0,BANE
2022-10-14,822.5,BANE
2022-10-17,884.0,BANE
2022-10-18,896.0,BANE
2022-10-19,877.5,BANE
2022-10-20,888.0,BANE
2022-10-21,889.5,BANE
2022-10-24,915.5,BANE
2022-10-25,928.5,BANE
2022-10-26,901.5,BANE
2022-10-27,925.5,BANE
2022-10-28,922.0,BANE
2022-10-31,922.0,BANE
2022-11-01,924.0,BANE
2022-11-02,946.0,BANE
2022-11-03,925.5,BANE
2022-11-07,955.0,BANE
2022-11-08,958.5,BANE
2022-11-09,943.5,BANE
2022-11-10,945.0,BANE
2022-11-11,943.0,BANE
2022-11-14,940.5,BANE
2022-11-15,912.0,BANE
2022-11-16,937.5,BANE
2022-11-17,933.0,BANE
2022-11-18,929.5,BANE
2022-11-21,907.5,BANE
2022-11-22,946.5,BANE
2022-11-23,946.0,BANE
2022-11-24,942.0,BANE
2022-11-25,940.5,BANE
2022-11-28,926.0,BANE
2022-11-29,921.0,BANE
2022-11-30,923.5,BANE
2022-12-01,937.5,BANE
2022-12-02,938.5,BANE
2022-12-05,934.5,BANE
2022-12-06,938.5,BANE
2022-12-07,928.0,BANE
2022-12-08,929.5,BANE
2022-12-09,928.5,BANE
2022-12-12,929.0,BANE
2022-12-13,928.5,BANE
2022-12-14,924.0,BANE
2022-12-15,913.0,BANE
2022-12-16,929.0,BANE
2022-12-19,922.0,BANE
2022-12-20,924.0,BANE
2022-12-21,921.5,BANE
2022-12-22,924.0,BANE
2022-12-23,929.0,BANE
2022-12-26,921.5,BANE
2022-12-27,943.5,BANE
2022-12-28,941.5,BANE
2022-12-29,940.0,BANE
2022-12-30,941.5,BANE
2023-01-03,966.5,BANE
2023-01-04,962.0,BANE
2023-01-05,957.0,BANE
2023-01-06,953.5,BANE
2023-01-09,963.0,BANE
2023-01-10,950.5,BANE
2023-01-11,952.5,BANE
2023-01-12,958.0,BANE
2023-01-13,962.0,BANE
2023-01-16,958.0,BANE
2023-01-17,952.5,BANE
2023-01-18,960.5,BANE
2023-01-19,949.5,BANE
2023-01-20,944.5,BANE
2023-01-23,954.5,BANE
2023-01-24,952.5,BANE
2023-01-25,934.0,BANE
2023-01-26,935.5,BANE
2023-01-27,939.5,BANE
2023-01-30,945.5,BANE
2023-01-31,968.0,BANE
2023-02-01,951.0,BANE
2023-02-02,1012.0,BANE
2023-02-03,1001.5,BANE
2023-02-06,997.5,BANE
2023-02-07,1015.0,BANE
2023-02-08,1003.5,BANE
2023-02-09,1001.0,BANE
2023-02-10,985.5,BANE
2023-02-13,1012.0,BANE
2023-02-14,993.0,BANE
2023-02-15,932.0,BANE
2023-02-16,947.5,BANE
2023-02-17,954.0,BANE
2023-02-20,948.0,BANE
2023-02-21,966.0,BANE
2023-02-22,971.0,BANE
2023-02-24,974.0,BANE
2023-02-27,975.0,BANE
2023-02-28,986.5,BANE
2023-03-01,994.0,BANE
2023-03-02,976.5,BANE
2023-03-03,981.0,BANE
2023-03-06,991.0,BANE
2023-03-07,993.0,BANE
2023-03-09,1031.5,BANE
2023-03-10,1031.0,BANE
2023-03-13,1055.0,BANE
2023-03-14,1061.0,BANE
2023-03-15,1054.0,BANE
2023-03-16,1046.5,BANE
2023-03-17,1058.0,BANE
2023-03-20,1093.5,BANE
2023-03-21,1072.0,BANE
2023-03-22,1076.0,BANE
2023-03-23,1082.5,BANE
2023-03-24,1104.5,BANE
2023-03-27,1120.0,BANE
2023-03-28,1128.5,BANE
2023-03-29,1142.0,BANE
2023-03-30,1157.5,BANE
2023-03-31,1163.0,BANE
2023-04-03,1194.5,BANE
2023-04-04,1200.5,BANE
2023-04-05,1198.0,BANE
2023-04-06,1200.5,BANE
2023-04-07,1201.5,BANE
2023-04-10,1202.5,BANE
2023-04-11,1188.0,BANE
2023-04-12,1182.5,BANE
2023-04-13,1184.5,BANE
2023-04-14,1191.5,BANE
2023-04-17,1207.5,BANE
2023-04-18,1214.5,BANE
2023-04-19,1258.0,BANE
2023-04-20,1296.0,BANE
2023-04-21,1323.0,BANE
2023-04-24,1315.5,BANE
2023-04-25,1337.0,BANE
2023-04-26,1373.0,BANE
2023-04-27,1394.0,BANE
2023-04-28,1405.0,BANE
2023-05-02,1369.0,BANE
2023-05-03,1295.0,BANE
2023-05-04,1311.5,BANE
2023-05-05,1357.0,BANE
2023-05-08,1345.5,BANE
2023-05-10,1397.0,BANE
2023-05-11,1423.5,BANE
2023-05-12,1470.0,BANE
2023-05-15,1483.5,BANE
2023-05-16,1470.0,BANE
2023-05-17,1469.0,BANE
2023-05-18,1680.0,BANE
2023-05-19,1679.0,BANE
2023-05-22,1665.0,BANE
2023-05-23,1655.5,BANE
2023-05-24,1729.0,BANE
2023-05-25,1706.0,BANE
2023-05-26,1723.0,BANE
2023-05-29,1842.0,BANE
2023-05-30,1959.5,BANE
2023-05-31,1993.5,BANE
2023-06-01,1991.0,BANE
2023-06-02,1999.0,BANE
2023-06-05,1987.0,BANE
2023-06-06,1982.0,BANE
2023-06-07,1973.0,BANE
2023-06-08,1961.0,BANE
2023-06-09,1943.0,BANE
2023-06-13,1972.5,BANE
2023-06-14,1973.0,BANE
2023-06-15,1978.5,BANE
2023-06-16,2000.0,BANE
2023-06-19,2038.0,BANE
2023-06-20,2110.5,BANE
2023-06-21,2121.0,BANE
2023-06-22,2130.0,BANE
2023-06-23,2125.0,BANE
2023-06-26,2135.5,BANE
2023-06-27,2147.0,BANE
2023-06-28,2162.0,BANE
2023-06-29,2157.0,BANE
2023-06-30,2134.0,BANE
2023-07-03,2052.0,BANE
2023-07-04,1994.5,BANE
2023-07-05,2000.0,BANE
2023-07-06,1737.0,BANE
2023-07-07,1841.0,BANE
2023-07-10,1907.0,BANE
2023-07-11,1890.5,BANE
2023-07-12,1868.0,BANE
2023-07-13,1839.5,BANE
2023-07-14,1851.0,BANE
2023-07-17,1846.0,BANE
2023-07-18,1831.5,BANE
2023-07-19,1825.0,BANE
2023-07-20,1815.5,BANE
2023-07-21,1825.0,BANE
2023-07-24,1858.5,BANE
2023-07-25,1841.0,BANE
2023-07-26,1840.0,BANE
2023-07-27,1853.0,BANE
2023-07-28,1866.5,BANE
2023-07-31,1896.5,BANE
2023-08-01,1918.0,BANE
2023-08-02,1943.0,BANE
2023-08-03,1975.5,BANE
2023-08-04,1904.0,BANE
2023-08-07,1895.5,BANE
2023-08-08,1864.0,BANE
2023-08-09,1871.0,BANE
2023-08-10,1940.0,BANE
2023-08-11,1920.0,BANE
2023-08-14,1924.5,BANE
2023-08-15,1902.0,BANE
2023-08-16,1844.5,BANE
2023-08-17,1836.0,BANE
2023-08-18,1875.0,BANE
2023-08-21,1875.0,BANE
2023-08-22,1854.0,BANE
2023-08-23,1849.5,BANE
2023-08-24,1846.0,BANE
2023-08-25,1852.0,BANE
2023-08-28,1874.0,BANE
2023-08-29,1881.0,BANE
2023-08-30,1920.0,BANE
2023-08-31,1899.0,BANE
2023-09-01,1926.5,BANE
2023-09-04,1957.5,BANE
2023-09-05,2033.5,BANE
2023-09-06,2047.5,BANE
2023-09-07,1954.0,BANE
2023-09-08,1933.0,BANE
2023-09-11,1940.0,BANE
2023-09-12,1950.0,BANE
2023-09-13,1977.5,BANE
2023-09-14,1909.0,BANE
2023-09-15,1954.0,BANE
2023-09-18,1924.5,BANE
2023-09-19,1926.0,BANE
2023-09-20,1902.5,BANE
2023-09-21,1883.0,BANE
2023-09-22,1917.5,BANE
2023-09-25,1917.5,BANE
2023-09-26,1924.0,BANE
2023-09-27,1944.5,BANE
2023-09-28,1954.5,BANE
2023-09-29,1966.0,BANE
2023-10-02,1959.5,BANE
2023-10-03,1954.5,BANE
2023-10-04,1963.0,BANE
2023-10-05,1963.5,BANE
2023-10-06,2000.0,BANE
2023-10-09,2045.5,BANE
2023-10-10,2045.5,BANE
2023-10-11,2018.0,BANE
2023-10-12,2015.0,BANE
2023-10-13,2017.5,BANE
2023-10-16,2047.0,BANE
2023-10-17,2040.0,BANE
2023-10-18,2038.5,BANE
2023-10-19,2039.5,BANE
2023-10-20,2028.0,BANE
2023-10-23,2013.0,BANE
2023-10-24,2030.5,BANE
2023-10-25,2050.0,BANE
2023-10-26,2091.0,BANE
2023-10-27,2061.0,BANE
2023-10-30,2067.0,BANE
2023-10-31,2026.5,BANE
2023-11-01,2049.0,BANE
2023-11-02,2042.0,BANE
2023-11-03,2027.0,BANE
2023-11-06,2096.0,BANE
2023-11-07,2104.0,BANE
2023-11-08,2094.5,BANE
2023-11-09,2121.0,BANE
2023-11-10,2283.0,BANE
2023-11-13,2243.0,BANE
2023-11-14,2182.0,BANE
2023-11-15,2199.5,BANE
2023-11-16,2196.0,BANE
2023-11-17,2166.5,BANE
2023-11-20,2224.0,BANE
2023-11-21,2335.0,BANE
2023-11-22,2335.5,BANE
2023-11-23,2321.0,BANE
2023-11-24,2340.0,BANE
2023-11-27,2400.5,BANE
2023-11-28,2422.0,BANE
2023-11-29,2458.5,BANE
2023-11-30,2434.5,BANE
2023-12-01,2310.5,BANE
2023-12-04,2180.0,BANE
2023-12-05,2246.0,BANE
2023-12-06,2179.0,BANE
2023-12-07,2180.0,BANE
2023-12-08,2175.5,BANE
2023-12-11,2101.0,BANE
2023-12-12,2065.0,BANE
2023-12-13,2080.0,BANE
2023-12-14,2071.0,BANE
2023-12-15,2139.0,BANE
2023-12-18,2185.0,BANE
2023-12-19,2156.5,BANE
2023-12-20,2255.0,BANE
2023-12-21,2232.0,BANE
2023-12-22,2226.5,BANE
2023-12-25,2289.5,BANE
2023-12-26,2300.0,BANE
2023-12-27,2265.0,BANE
2023-12-28,2212.0,BANE
2023-12-29,2173.0,BANE
2024-01-03,2249.0,BANE
2024-01-04,2264.5,BANE
2024-01-05,2276.0,BANE
2024-01-08,2306.0,BANE
2024-01-09,2292.5,BANE
2024-01-10,2255.0,BANE
2024-01-11,2247.5,BANE
2024-01-12,2278.5,BANE
2024-01-15,2382.0,BANE
2024-01-16,2366.5,BANE
2024-01-17,2386.0,BANE
2024-01-18,2366.0,BANE
2024-01-19,2354.0,BANE
2024-01-22,2376.0,BANE
2024-01-23,2386.5,BANE
2024-01-24,2459.5,BANE
2024-01-25,2426.0,BANE
2024-01-26,2426.0,BANE
2024-01-29,2426.0,BANE
2024-01-30,2446.0,BANE
2024-01-31,2530.0,BANE
2024-02-01,2580.0,BANE
2024-02-02,2592.5,BANE
2024-02-05,2620.0,BANE
2024-02-06,2613.5,BANE
2024-02-07,2596.0,BANE
2024-02-08,2606.0,BANE
2024-02-09,2620.0,BANE
2024-02-12,2731.5,BANE
2024-02-13,2820.0,BANE
2024-02-14,2778.5,BANE
2024-02-15,2840.5,BANE
2024-02-16,2853.5,BANE
2024-02-19,2705.5,BANE
2024-02-20,2675.0,BANE
2024-02-21,2661.0,BANE
2024-02-22,2684.0,BANE
2024-02-26,2685.0,BANE
2024-02-27,2686.0,BANE
2024-02-28,2744.0,BANE
2024-02-29,2816.0,BANE
2024-03-01,2840.0,BANE
2024-03-04,2899.0,BANE
2024-03-05,2940.5,BANE
2024-03-06,2925.5,BANE
2024-03-07,2949.5,BANE
2024-03-11,3018.0,BANE
2024-03-12,3028.0,BANE
2024-03-13,3064.5,BANE
2024-03-14,2939.0,BANE
2024-03-15,2992.0,BANE
2024-03-18,2954.5,BANE
2024-03-19,2977.0,BANE
2024-03-20,3030.0,BANE
2024-03-21,3059.0,BANE
2024-03-22,3018.0,BANE
2024-03-25,3042.0,BANE
2024-03-26,3060.0,BANE
2024-03-27,3062.0,BANE
2024-03-28,3146.0,BANE
2024-03-29,3163.0,BANE
2024-04-01,3189.5,BANE
2024-04-02,3159.0,BANE
2024-04-03,3161.5,BANE
2024-04-04,3172.5,BANE
2024-04-05,3277.5,BANE
2024-04-08,3368.5,BANE
2024-04-09,3503.0,BANE
2024-04-10,3418.0,BANE
2024-04-11,3411.5,BANE
2024-04-12,3422.5,BANE
2024-04-15,3437.5,BANE
2024-04-16,3382.5,BANE
2024-04-17,3340.0,BANE
2024-04-18,3430.0,BANE
2024-04-19,3476.0,BANE
2024-04-22,3448.0,BANE
2024-04-23,3407.5,BANE
2024-04-24,3303.5,BANE
2024-04-25,3337.5,BANE
2024-04-26,3393.0,BANE
2024-04-27,3394.0,BANE
2024-04-29,3375.0,BANE
2024-04-30,3385.5,BANE
2024-05-02,3419.5,BANE
2024-05-03,3390.5,BANE
2024-05-06,3335.0,BANE
2024-05-07,3351.5,BANE
2024-05-08,3359.5,BANE
2024-05-10,3379.5,BANE
2024-05-13,3401.0,BANE
2024-05-14,3395.0,BANE
2024-05-15,3378.0,BANE
2024-05-16,3360.5,BANE
2024-05-17,3325.0,BANE
2024-05-20,3156.0,BANE
2024-05-21,3194.0,BANE
2024-05-22,3071.0,BANE
2024-05-23,3062.0,BANE
2024-05-24,3051.5,BANE
2024-05-27,2925.0,BANE
2024-05-28,3070.0,BANE
2024-05-29,3218.5,BANE
2024-05-30,3129.5,BANE
2024-05-31,3114.0,BANE
2024-06-03,3212.0,BANE
2024-06-04,3160.0,BANE
2024-06-05,3148.5,BANE
2024-06-06,3170.0,BANE
2024-06-07,3278.0,BANE
2024-06-10,3321.5,BANE
2024-06-11,3190.0,BANE
2024-06-13,3251.5,BANE
2024-06-14,3219.5,BANE
2024-06-17,3176.0,BANE
2024-06-18,3170.0,BANE
2024-06-19,3093.0,BANE
2024-06-20,3214.5,BANE
2024-06-21,3257.5,BANE
2024-06-24,3175.5,BANE
2024-06-25,3138.0,BANE
2024-06-26,3209.0,BANE
2024-06-27,3169.0,BANE
2024-06-28,3165.5,BANE
2024-07-01,3165.0,BANE
2024-07-02,3140.0,BANE
2024-07-03,3122.0,BANE
2024-07-04,3100.0,BANE
2024-07-05,3115.0,BANE
2024-07-08,3025.0,BANE
2024-07-09,2976.0,BANE
2024-07-10,2971.5,BANE
2024-07-11,3073.5,BANE
2024-07-12,2723.0,BANE
2024-07-15,2482.0,BANE
2024-07-16,2499.0,BANE
2024-07-17,2617.5,BANE
2024-07-18,2594.0,BANE
2024-07-19,2601.5,BANE
2024-07-22,2608.0,BANE
2024-07-23,2550.0,BANE
2024-07-24,2643.0,BANE
2024-07-25,2735.0,BANE
2024-07-26,2722.0,BANE
2024-07-29,2615.0,BANE
2024-07-30,2626.0,BANE
2024-07-31,2756.0,BANE
2024-08-01,2721.5,BANE
2024-08-02,2729.5,BANE
2024-08-05,2690.5,BANE
2024-08-06,2678.5,BANE
2024-08-07,2715.0,BANE
2024-08-08,2680.0,BANE
2024-08-09,2694.5,BANE
2024-08-12,2724.0,BANE
2024-08-13,2702.0,BANE
2024-08-14,2731.0,BANE
2024-08-15,2720.0,BANE
2024-08-16,2678.5,BANE
2024-08-19,2562.0,BANE
2024-08-20,2576.5,BANE
2024-08-21,2610.0,BANE
2024-08-22,2582.0,BANE
2024-08-23,2507.0,BANE
2024-08-26,2591.0,BANE
2024-08-27,2598.5,BANE
2024-08-28,2529.5,BANE
2024-08-29,2333.5,BANE
2024-08-30,2058.0,BANE
2024-09-02,2105.0,BANE
2024-09-03,2158.0,BANE
2024-09-04,2245.5,BANE
2024-09-05,2267.0,BANE
2024-09-06,2276.0,BANE
2024-09-09,2340.0,BANE
2024-09-10,2285.0,BANE
2024-09-11,2191.0,BANE
2024-09-12,2178.0,BANE
2024-09-13,2251.0,BANE
2024-09-16,2333.0,BANE
2024-09-17,2465.5,BANE
2024-09-18,2439.5,BANE
2024-09-19,2510.0,BANE
2024-09-20,2561.5,BANE
2024-09-23,2589.0,BANE
2024-09-24,2578.5,BANE
2024-09-25,2515.0,BANE
2024-09-26,2493.5,BANE
2024-09-27,2495.0,BANE
2024-09-30,2466.5,BANE
2024-10-01,2506.0,BANE
2024-10-02,2427.0,BANE
2024-10-03,2458.5,BANE
2024-10-04,2500.5,BANE
2024-10-07,2488.5,BANE
2024-10-08,2452.0,BANE
2024-10-09,2438.0,BANE
2024-10-10,2419.5,BANE
2024-10-11,2440.0,BANE
2024-10-14,2465.0,BANE
2024-10-15,2486.0,BANE
2024-10-16,2441.0,BANE
2024-10-17,2415.5,BANE
2024-10-18,2412.0,BANE
2024-10-21,2411.5,BANE
2024-10-22,2358.5,BANE
2024-10-23,2343.0,BANE
2024-10-24,2347.0,BANE
2024-10-25,2251.0,BANE
2024-10-28,2200.0,BANE
2024-10-29,2237.5,BANE
2024-10-30,2170.0,BANE
2024-10-31,2220.5,BANE
2024-11-01,2215.5,BANE
2024-11-02,2247.0,BANE
2024-11-05,2237.0,BANE
2024-11-06,2284.5,BANE
2024-11-07,2371.0,BANE
2024-11-08,2371.5,BANE
2024-11-11,2490.0,BANE
2024-11-12,2436.0,BANE
2024-11-13,2390.0,BANE
2024-11-14,2354.5,BANE
2024-11-15,2373.0,BANE
2024-11-18,2406.5,BANE
2024-11-19,2301.0,BANE
2024-11-20,2203.5,BANE
2024-11-21,2272.0,BANE
2024-11-22,2143.0,BANE
2024-11-25,1994.5,BANE
2024-11-26,1991.5,BANE
2024-11-27,2109.5,BANE
2024-11-28,2041.0,BANE
2024-11-29,2054.5,BANE
2024-12-02,2090.5,BANE
2024-12-03,2075.5,BANE
2024-12-04,2082.5,BANE
2024-12-05,2108.5,BANE
2024-12-06,2182.0,BANE
2024-12-09,2141.5,BANE
2024-12-10,2089.0,BANE
2024-12-11,2111.0,BANE
2024-12-12,2072.5,BANE
2024-12-13,2058.0,BANE
2024-12-16,1991.5,BANE
